concept,lang1,form1,ipa1,lang2,form2,ipa2,label
385_string,pol,sznur,ʂnuɾ,spa,cuerda,kweɾða,0
202_father,pol,ojciec,ɔjt͡ɕɛt͡s,ukr,батько,bɑtʲkɔ,0
916_invite__678_sit,fra,inviter,ɛ̃viˈte,fra,être assis,ˈɛːtʁə_aˈsi,0
631_behind,fra,derrière,dɛˈʁjɛːʁ,spa,tras,tɾas,0
901_promise__576_left,rus,обещать,ɐbʲɪʃʃaˑtʲ,ces,levý,lɛviː,0
474_monday,ces,pondělí,ponɟɛliː,spa,lunes,lunes,0
682_happen,fra,se passer,səpɑˈse,ita,succèdere,sutt͡ʃɛdere,0
331_hook,ces,hák,ɦaːk,spa,gancho,ɡant͡ʃo,0
501_beautiful,spa,bello,beʝo,spa,hermoso,eɾmoso,0
811_becold,ces,mrznout,mrznoʊ̯t,pol,marznąć,maʐnɔnt͡ɕ,1
324_spade,ukr,заступ,zɑstup,ita,vanga,vaŋɡa,0
971_rinse,ces,spláchnout,splaːxnoʊ̯t,ita,lavare,lavare,0
441_gun,ukr,гвинтівка,ɦwɪntʲiwkɑ,spa,fusil,fusil,0
33_toe__423_business,pol,palec,palɛt͡s,ita,affare,afːare,0
197_girl,pol,dziewczynka,d͡ʑɛfʈ͡ʂɨŋka,fra,fille,fij,0
239_sound,ces,zvuk,zvuk,ukr,звук,zwuk,1
253_matter__736_drink,ukr,справа,sprɑwɑ,ukr,пити,pɪtɪ,0
206_brother__364_wool,rus,брат,braˑt,fra,laine,lɛn,0
131_lair,pol,nora,nɔɾa,ukr,лігво,lʲiɦwɔ,0
104_coast__576_left,rus,побережье,pəbʲɪrʲeˑʒʲɪ,fra,gauche,ɡoːʃ,0
435_war,spa,guerra,ɡera,ita,guerra,ɡuerːa,1
561_nastydire,fra,mauvais,moˈvɛ,spa,malo,malo,0
7_lip,rus,губа,ɡubaˑ,spa,labio,laβjo,0
337_pouch,ukr,мішечок,miʂɛʈ͡ʂɔk,spa,bolsa,bolsa,0
666_thirty,ukr,тридцять,trɪdt͡sʲɑtʲ,spa,treinta,tɾeinta,1
748_cough,pol,kaszlać,kaʂlat͡ɕ,fra,tousser,tuˈse,0
122_horn__231_puzzle,pol,róg,ɾuk,spa,adivinanza,aðiβinanθa,0
398_medicine,pol,lekarstwo,lɛkaɾstfɔ,ita,fàrmaco,farmako,0
435_war,rus,война,vəjnaˑ,fra,guerre,ɡɛːʁ,0
608_hence__842_bend,spa,desde aquí,dezðe_aki,ita,tòrcere,tɔrt͡ʃere,0
37_thigh,pol,udo,udɔ,rus,бедро,bʲɪdrɔˑ,0
615_below,rus,внизу,vnʲizuˑ,fra,au-dessous,odˈsu,0
178_peelhusk__787_try,ita,buccia,butt͡ʃa,ita,tentare,tentare,0
449_time,pol,czas,ʈ͡ʂas,spa,tiempo,tjempo,0
894_break__244_nation,ukr,розбити,rɔzbɪtɪ,fra,peuple,ˈpœplə,0
670_seventy,ukr,сімдесят,sʲimdɛsʲɑt,ita,settanta,setːanta,0
899_hand,ces,podat,podat,ukr,передати,pɛrɛdɑtɪ,1
631_behind,pol,za,za,fra,derrière,dɛˈʁjɛːʁ,0
660_eight,pol,osiem,ɔɕɛm,fra,huit,ɥit,0
298_east,ita,est,est,ita,oriente,oriente,0
1006_read,fra,lire,liːʁ,ita,lèggere,lɛdd͡ʒere,0
86_drop,ces,kapka,kapka,ita,goccia,ɡott͡ʃa,0
822_put,fra,poser,poˈze,spa,colocar,kolokaɾ,0
537_powerful,ces,silný,sɪlniː,fra,vigoureux,viɡuˈʁø,0
674_athousand__875_pull,rus,тысяча,tɨˑsʲɪt͡ʃə,pol,ciągnąć,t͡ɕɔŋɡnɔnt͡ɕ,0
399_bridge,fra,pont,pɔ̃,ita,ponte,ponte,0
927_guard,ces,hlídat,ɦliːdat,pol,pilnować,pilnɔvat͡ɕ,0
498_sharp,fra,tranchant,tʁɑ̃ˈʃɑ̃,ita,affilato,afːilato,0
31_fingernail__159_swan,fra,ongle,ˈɔ̃ˈɡlə,ita,cigno,t͡ʃiɲːo,0
909_guide__994_believe,ukr,вести,wɛstɪ,spa,creer,kɾeeɾ,0
180_trap__85_current,spa,trampa,tɾampa,ukr,струмина,strumɪnɑ,0
92_meadow,ces,louka,loʊ̯ka,ita,prato,prato,0
532_cheap,rus,дешевый,dʲɪʃovɨj,ita,a buon prezzo,a_buon_prett͡so,0
194_woman,ukr,жінка,ʐjinkɑ,fra,femme,fam,0
1005_calculate__756_tumble,pol,rachować,ɾaxɔvat͡ɕ,spa,caerse,kaeɾse,0
276_end,ukr,кінець,kinɛt͡sʲ,ita,capo,kapo,0
683_begin,rus,начаться,nɐt͡ʃaˑtʲsʲɪ,spa,principiar,pɾinθipjaɾ,0
20_back,fra,dos,do,spa,espalda,espalda,0
18_nape,rus,затылок,zɐtɨˑɫək,spa,nuca,nuka,0
851_push,pol,posuwać,pɔsuvat͡ɕ,ukr,пхати,pxɑtɪ,0
17_neck,pol,szyja,ʂɨja,rus,шея,ʃɛˑjə,1
291_campfire,ces,táborák,taːboraːk,fra,feu de camp,fødəˈkɑ̃,0
571_famous__529_green,fra,célèbre,seˈlɛbʁə,fra,vert,vɛːʁ,0
427_benefit__859_break,ukr,користь,kɔrɪstʲ,fra,rompre,ˈʁɔ̃ːpʁə,0
571_famous,ces,slavný,slavniː,fra,fameux,faˈmø,0
965_knit,rus,вязать,vʲɪ|zaˑtʲ,ita,llavorare a maglia,lːavorare_a_maʎːa,0
888_choose,fra,choisir,ʃwaˈziːʁ,ita,elèggere,elɛdd͡ʒere,0
661_nine,ces,devět,dɛvjɛt,fra,neuf,nœf,0
407_letter__219_thought,ces,dopis,dopɪs,fra,pensée,pɑ̃ˈse,0
83_rainbow,fra,arc-en-ciel,aʁkɑ̃ˈsjɛl,spa,arco iris,aɾko_iɾis,0
850_press,ces,stisknout,scɪsknoʊ̯t,spa,apretar,apɾetaɾ,0
117_leaf__241_song,ita,foglia,foʎːa,ita,canto,kanto,0
314_bed,ukr,ліжко,lʲiʐkɔ,ita,letto,letːo,0
739_gettired__478_friday,spa,cansarse,kansaɾse,pol,piątek,piɔntɛk,0
131_lair,fra,terrier,tɛˈʁje,ita,covo,kovo,0
451_morning,fra,matinée,matiˈne,ita,mattina,matːina,1
596_once,fra,autrefois,ˈoːtʁəfwa,ita,un tempo,un_tempo,0
548_clever__160_fish,ukr,мудрий,mudrɪj,pol,ryba,ɾɨba,0
141_bear__57_sun,ita,orso,orzo,pol,słońce,swɔɲt͡sɛ,0
1010_own,ces,vlastnit,vlastɲɪt,spa,poseer,poseeɾ,0
445_misfortune,ces,neštěstí,nɛʃcɛsciː,pol,nieszczęście,niɛʂʈ͡ʂɛ̃ɕt͡ɕɛ,1
835_produce__861_hit,ita,fabbricare,fabːrikare,ita,picchiare,pikːjare,0
223_reason,ukr,причина,prɪʈ͡ʂɪnɑ,fra,raison,ʁɛˈzɔ̃,0
655_three__312_chair,pol,trzy,tʂɨ,ita,sedia,sedia,0
632_under,fra,sous,su,fra,au-dessous de,odˈsu_də,0
375_trousers__431_state,pol,spodnie,spɔdniɛ,ukr,держава,dɛrʐɑwɑ,0
218_spirit,ces,duch,dux,ita,mente,mente,0
621_alittle__433_power,ces,trochu,troxu,pol,władza,vwad͡za,0
311_table,fra,table,ˈtablə,ita,tàvolo,tavolo,1
66_earth,ces,země,zɛmɲɛ,fra,terre,tɛːʁ,0
803_hear__136_horse,rus,слышать,sɫɨˑʃətʲ,pol,koń,kɔɲ,0
90_swamp,ces,močál,mot͡ʃaːl,spa,pantano,pantano,0
551_merry,ukr,веселий,wɛsɛlɪj,fra,gai,ɡɛ,0
21_belly,ces,břicho,br̝ɪxo,fra,ventre,ˈvɑ̃ːtʁə,0
1000_know__162_pike,rus,знать,znaˑtʲ,fra,brochet,bʁɔˈʃɛ,0
94_hill__687_set,pol,pagórek,paɡuɾɛk,fra,se coucher,səkuˈʃe,0
940_bother,rus,надоедать,nədəjɪdaˑtʲ,spa,importunar,impoɾtunaɾ,0
316_box,ces,bedna,bɛdna,ukr,ящик,jɑʂʈ͡ʂɪk,0
30_finger__519_sweet,ces,prst,prst,ita,dolce,dolt͡ʃe,0
369_knot,ces,uzel,uzɛl,ita,nodo,nodo,0
155_owl,spa,lechuza,let͡ʃuθa,ita,gufo,ɡufo,0
560_correct,ukr,правильний,prɑwɪlʲnɪj,fra,juste,ʒyst,0
790_like,rus,любить,lubʲiˑtʲ,ita,volere bene a,volere_bene_a,0
863_rub,pol,trzeć,tʂɛt͡ɕ,rus,тереть,tʲɪrʲeˑtʲ,1
373_collar,ita,bàvero,bavero,ita,colletto,kolːetːo,0
524_black,ces,černý,t͡ʃɛrniː,pol,czarny,ʈ͡ʂaɾnɨ,1
773_go__968_clean,rus,идти,jɨdtʲiˑ,ukr,очистити,ɔʈ͡ʂɪstɪtɪ,0
180_trap__892_spoil,spa,trampa,tɾampa,fra,corrompre,kɔˈʁɔ̃ːpʁə,0
708_sink,pol,tonąć,tɔnɔnt͡ɕ,rus,тонуть,tɐnuˑtʲ,1
927_guard__561_nastydire,fra,garder,ɡaʁˈde,ukr,бридкий,brɪdkɪj,0
16_throat,ces,hrdlo,ɦrdlo,spa,garganta,ɡaɾɣanta,0
441_gun,ukr,гвинтівка,ɦwɪntʲiwkɑ,rus,ружье,ruʒʲo,0
691_stream__540_fat,ita,fluire,fluire,rus,жирный,ʒɨˑrnɨj,0
112_tree,rus,дерево,dʲeˑrʲɪvə,ita,àlbero,albero,0
457_year,rus,год,ɡɔˑt,fra,an,ɑ̃,0
469_august__749_recover,rus,август,aˑvɡust,rus,поправиться,pɐpraˑvʲitʲsʲɪ,0
622_hardly,pol,ledwie,lɛdviɛ,spa,apenas,apenas,0
607_hither,rus,сюда,sʲudaˑ,fra,par ici,paːʁiˈsi,0
793_weepcry,rus,плакать,pɫaˑkətʲ,fra,pleurer,plœˈʁe,0
314_bed,rus,постель,pɐstʲeˑl,ita,letto,letːo,0
954_tieup,pol,przywiązać,pʂɨviɔ̃zat͡ɕ,ita,attaccare,atːakːare,0
583_alone,ces,sám,saːm,fra,seul,sœl,0
282_height,spa,altura,altuɾa,spa,altitud,altituð,1
710_appear__169_fly,pol,zjawiać się,zjaviat͡ɕ_ɕɛ̃,ces,moucha,moʊ̯xa,0
497_pointed,rus,остроконечный,ɐstrəkɐnʲeˑt͡ʃnɨj,fra,pointu,pwɛ̃ˈty,0
262_stroke__514_clean,ces,čára,t͡ʃaːra,fra,net,nɛt,0
435_war,ces,válka,vaːlka,rus,война,vəjnaˑ,0
984_chat,fra,s'entretenir,sɑ̃tʁətˈniːʁ,spa,conversar,kombeɾsaɾ,0
983_talk,pol,mówić,muvit͡ɕ,ita,parlare,parlare,0
286_row,ukr,ряд,rʲɑd,ita,fila,fila,0
129_egg,ukr,яйце,jɑjt͡sɛ,rus,яйцо,jəjt͡sɔˑ,1
817_stop,ukr,перестати,pɛrɛstɑtɪ,ita,cessare,t͡ʃesːare,0
730_shout__246_guest,ces,křičet,ɡr̝ɪt͡ʃɛt,spa,invitado,imbitaðo,0
933_annoy__265_area,ita,stizzire,stitt͡sire,ukr,місцевість,mit͡sːɛvistʲ,0
420_doctor__520_bitter,spa,médico,meðiko,spa,amargo,amaɾɣo,0
192_human,spa,hombre,ombɾe,ita,èssere umano,ɛsːere_umano,0
118_birch,rus,береза,bʲɪrʲozə,fra,bouleau,buˈlo,0
715_rise,ces,stoupat,stoʊ̯pat,pol,wzrastać,vzɾastat͡ɕ,0
343_sack,pol,worek,vɔɾɛk,spa,saco,sako,0
209_aunt__604_always,ces,teta,tɛta,rus,всегда,vsʲɪɡdaˑ,0
997_grasp,rus,постичь,pɐstʲiˑt͡ʃʲ,spa,concebir,konθeβiɾ,0
971_rinse,fra,rincer,ʁɛ̃ˈse,ita,sciacquare,ʃakkware,0
221_mind__334_picture,ita,intelletto,intelːetːo,ces,obraz,obras,0
41_blood,ukr,кров,krɔw,rus,кровь,krɔˑfʲ,1
964_stir,rus,перемешать,pʲɪrʲɪmʲɪʃaˑtʲ,fra,remuer,ʁəˈmɥe,0
530_grey,ces,šedý,ʃɛdiː,spa,gris,ɡɾis,0
870_pour__842_bend,pol,nasypać,nasɨpat͡ɕ,rus,погнуть,pɐɡnuˑtʲ,0
678_sit__412_death,ita,sedere,sedere,ita,morte,morte,0
960_cook__219_thought,spa,preparar,pɾepaɾaɾ,spa,pensamiento,pensamjento,0
103_shore,ukr,берег,bɛrɛɦ,ita,riva,riva,0
468_july,fra,juillet,ʒɥiˈjɛ,ita,luglio,luʎːo,0
866_cut,ces,řezat,r̝ɛzat,ita,tagliare,taʎːare,0
354_slice,pol,kromka,kɾɔmka,spa,lonja,loɴxa,0
738_swallow__693_revolve,pol,połknąć,pɔwknɔnt͡ɕ,fra,tourner,tuʁˈne,0
247_gift,pol,prezent,pɾɛzɛnt,ukr,подарунок,pɔdɑrunɔk,0
746_beill,ukr,хворіти,xwɔrʲitɪ,ita,èssere malato,ɛsːere_malato,0
373_collar,fra,col,kɔl,spa,cuello,kweʝo,0
529_green,fra,vert,vɛːʁ,ita,verde,verde,1
764_jump,ukr,скакати,skɑkɑtɪ,spa,saltar,saltaɾ,0
760_rush,rus,спешить,spʲɪʃɨˑtʲ,spa,correr prisa,koreɾ_pɾisa,0
451_morning,ces,jitro,jɪtro,fra,matinée,matiˈne,0
1000_know,pol,wiedzieć,viɛd͡ʑɛt͡ɕ,rus,знать,znaˑtʲ,0
428_wealth,rus,богатство,bɐɡaˑtstvə,fra,richesse,ʁiˈʃɛs,0
897_burn,fra,brûler,bʁyˈle,ita,bruciare,brut͡ʃare,1
607_hither,ces,sem,sɛm,ukr,сюди,sʲudɪ,0
572_foreign,rus,чужой,t͡ʃuʒɔˑj,spa,extraño,ekstɾaɲo,0
352_mush,rus,каша,kaˑʃə,fra,bouillie,buˈji,0
449_time,ukr,час,ʈ͡ʂɑs,ita,tempo,tempo,0
704_boil__364_wool,pol,wrzeć,vʐɛt͡ɕ,pol,wełna,vɛwna,0
685_change,ces,měnit se,mɲɛɲɪt_sɛ,fra,changer,ʃɑ̃ˈʒe,0
593_soon__965_knit,spa,pronto,pɾonto,spa,hacer calceta,aθeɾ_kalθeta,0
246_guest,ita,òspite,ɔspite,ita,invitato,iɱvitato,0
396_wound,ces,rána,raːna,pol,rana,ɾana,1
702_melt__797_beafraidof,ces,tavit,tavɪt,fra,craindre,ˈkʁɛ̃ːdʁə,0
138_pig__142_squirrel,ces,vepř,vɛpr̝̥,ces,veverka,vɛvɛrka,0
595_yesterday,rus,вчера,vt͡ʃʲɪraˑ,spa,ayer,aʝeɾ,0
796_beafraid__997_grasp,pol,bać się,bat͡ɕ_ɕɛ̃,rus,постичь,pɐstʲiˑt͡ʃʲ,0
712_dropdescend,ita,calare,kalare,ita,scendere,ʃendere,0
504_cold__47_stomach,ita,freddo,fredːo,pol,żołądek,ʐɔwɔndɛk,0
521_sour,ces,kyselý,kɪsɛliː,ukr,кислий,kɪslɪj,1
266_space,spa,espacio,espaθjo,ita,posto,posto,0
470_september,fra,septembre,sɛpˈtɑ̃ːbʁə,ita,settembre,setːembre,1
1006_read,pol,czytać,ʈ͡ʂɨtat͡ɕ,spa,leer,leeɾ,0
290_ski__857_tie,spa,esquí,eski,ces,přivázat,br̝ɪvaːzat,0
571_famous,ces,slavný,slavniː,fra,célèbre,seˈlɛbʁə,0
454_night,ukr,ніч,nʲiʈ͡ʂ,spa,noche,not͡ʃe,0
508_wet,fra,mouillé,muˈje,ita,bagnato,baɲːato,0
465_april,pol,kwiecień,kfiɛt͡ɕɛɲ,spa,abril,aβɾil,0
899_hand__708_sink,pol,podać,pɔdat͡ɕ,pol,tonąć,tɔnɔnt͡ɕ,0
142_squirrel__373_collar,rus,белка,bʲeˑɫkə,ita,bàvero,bavero,0
345_pot__918_visit,ita,pèntola,pɛntola,ces,návštívit,naːfʃciːvɪt,0
646_what__271_thing,ces,co,t͡so,ukr,річ,rʲiʈ͡ʂ,0
564_new,pol,nowy,nɔvɨ,rus,новый,nɔˑvɨj,1
832_lose,ces,ztratit,stracɪt,fra,perdre,ˈpɛʁdʁə,0
663_eleven__138_pig,ces,jedenáct,jɛdɛnaːt͡st,ita,porco,porko,0
668_fifty__626_only,ita,cinquanta,t͡ʃinkwanta,rus,только,tɔˑlkə,0
545_lazy,ukr,ледачий,lɛdɑʈ͡ʂɪj,rus,ленивый,lɪnʲiˑvɨj,0
861_hit__172_apple,ita,picchiare,pikːjare,ces,jablko,jablko,0
433_power,pol,władza,vwad͡za,spa,poder,poðeɾ,0
125_wing,rus,крыло,krɨɫɔˑ,fra,aile,ɛːl,0
311_table__835_produce,pol,stół,stuw,fra,fabriquer,fabʁiˈke,0
925_leave,spa,dejar,dexaɾ,ita,lasciare,laʃːare,0
47_stomach,ukr,шлунок,ʂlunɔk,spa,estómago,estomaɣo,0
217_desire,ces,chuť,xuc,ita,voglia,voʎːa,0
499_blunt,fra,mousse,mus,spa,sin filo,sin_filo,0
99_slope,ukr,схил,sxɪl,rus,склон,skɫɔˑn,0
428_wealth,pol,bogactwo,bɔɡat͡stfɔ,ita,ricchezza,rikːett͡sa,0
820_open__343_sack,ita,aprire,aprire,ces,pytel,pɪtɛl,0
870_pour,ces,nasypat,nasɪpat,ita,versare,verzare,0
964_stir__854_bite,ukr,переміщати,pɛrɛmiʂʈ͡ʂɑtɪ,fra,mordre,ˈmɔʁdʁə,0
79_frost__680_hang,ita,gelo,d͡ʒelo,ita,pèndere,pɛndere,0
769_dive,ukr,пірнати,pʲirnɑtɪ,ita,tuffarsi,tufːarzi,0
224_truth,pol,prawda,pɾavda,ita,verità,verita,0
261_line,ces,linka,lɪŋka,fra,ligne,liɲ,1
72_shadow__662_ten,pol,cień,t͡ɕɛɲ,pol,dziesięć,d͡ʑɛɕɛnt͡ɕ,0
717_shine,ukr,блищати,blɪʂʈ͡ʂɑtɪ,fra,briller,bʁiˈje,0
889_select__133_flock,spa,escoger,eskoxeɾ,spa,rebaño,ɾeβaɲo,0
854_bite,ces,kousat,koʊ̯sat,ukr,кусати,kusɑtɪ,1
590_now__200_grandmother,fra,maintenant,mɛ̃tˈnɑ̃,fra,grand-mère,ɡʁɑ̃ˈmɛːʁ,0
109_flower__816_finish,rus,цветок,t͡svʲɪtɔˑk,ces,ukončit,ukont͡ʃɪt,0
334_picture,ukr,картина,kɑrtɪnɑ,fra,image,iˈmaːʒ,0
988_convey__193_man,fra,communiquer,kɔmyniˈke,fra,homme,ɔm,0
772_fly,pol,lecieć,lɛt͡ɕɛt͡ɕ,ukr,літати,lʲitɑtɪ,1
800_see,pol,widzieć,vid͡ʑɛt͡ɕ,ita,vedere,vedere,1
801_lookat,ukr,поглянути,pɔɦlʲɑnutɪ,fra,regarder,ʁəɡaʁˈde,0
75_cloud,ces,oblak,oblak,spa,nube,nuβe,0
45_brain,pol,mózg,musk,fra,cerveau,sɛʁˈvo,0
319_gate,pol,brama,bɾama,spa,puerta,pweɾta,0
121_fir,pol,jodła,jɔdwa,rus,ель,jɛˑl,1
509_dry,pol,suchy,suxɨ,ukr,сухий,suxɪj,1
598_afterwards,spa,después,despwes,ita,poi,poi,0
357_oil,pol,olej,ɔlɛj,rus,масло,maˑsɫə,0
209_aunt__131_lair,ukr,тітка,tʲitkɑ,ces,nora,nora,0
142_squirrel__991_brag,ita,scoiàttolo,skoiatːolo,rus,хвастаться,xvaˑstətʲsʲɪ,0
921_play,rus,играть,jɨɡraˑtʲ,fra,jouer,ʒwe,0
533_expensive,ukr,дорогий,dɔrɔɦɪj,fra,cher,ʃɛːʁ,0
913_lead__821_close,spa,guiar,ɡjaɾ,spa,cerrar,θeraɾ,0
482_little,ukr,малий,mɑlɪj,rus,маленький,maˑlɪnʲkij,1
838_improve,pol,ulepszyć,ulɛpʂɨt͡ɕ,fra,améliorer,ameljɔˈʁe,0
347_meal,fra,repas,ʁəˈpɑ,ita,pasto,pasto,0
559_bad__882_send,fra,mauvais,moˈvɛ,spa,enviar,embjaɾ,0
934_beat,ukr,ударити,udɑrɪtɪ,ita,bàttere,batːere,0
751_perish__745_fallill,fra,périr,peˈʁiːʁ,ces,onemocnět,onɛmot͡sɲɛt,0
652_howmuch,ukr,скільки,skilʲkɪ,spa,cuánto,kwanto,0
443_lie__118_birch,ukr,брехня,brɛxnʲɑ,rus,береза,bʲɪrʲozə,0
354_slice,pol,kromka,kɾɔmka,fra,tranche,tʁɑ̃ːʃ,0
85_current,ces,proudění,proʊ̯ɟɛɲiː,ukr,струмина,strumɪnɑ,0
684_end,ces,končit,kont͡ʃɪt,spa,acabar,akaβaɾ,0
264_distance,pol,odległość,ɔdlɛɡwɔɕt͡ɕ,ukr,відстань,vidstɑnʲ,0
392_strength__277_hole,ukr,сила,sɪlɑ,rus,дыра,dɨraˑ,0
996_recognize__145_hare,ita,riconoscere,rikonoʃːere,ukr,заєць,zɑjɛt͡sʲ,0
869_swing,rus,махать,mɐxaˑtʲ,fra,agiter,aʒiˈte,0
339_bag,ces,taška,taʃka,spa,bolso,bolso,0
675_and__633_through,fra,et,e,fra,à travers,atʁaˈvɛʁ,0
665_twenty__183_ash,ita,venti,venti,rus,пепел,pʲeˑpʲɪɫ,0
107_covebay__591_today,ces,zátoka,zaːtoka,pol,dzisiaj,d͡ʑiɕaj,0
911_instruct__721_ring,ces,vyučovat,vɪut͡ʃovat,rus,звонить,zvɐnʲiˑtʲ,0
514_clean__160_fish,rus,чистый,t͡ʃʲiˑstɨj,ces,ryba,rɪba,0
100_source,pol,zdrój,zdɾuj,spa,manantial,manantjal,0
848_seize__275_tip,ces,chopit se,xopɪt_sɛ,ukr,кінчик,kinʈ͡ʂɪk,0
34_foot,ukr,нога,nɔɦɑ,rus,ступня,stupnʲaˑ,0
813_can,rus,мочь,mɔˑt͡ʃʲ,rus,уметь,umʲeˑtʲ,1
322_ladder,ces,žebřík,ʒɛbr̝iːk,pol,drabina,dɾabina,0
706_decay__477_thursday,fra,pourrir,puˈʁiːʁ,ces,čtvrtek,d͡ʒdvrtɛk,0
856_cutoff,rus,отрезать,ɐtrʲeˑzətʲ,spa,cortar,koɾtaɾ,0
575_far,ces,daleký,dalɛkiː,pol,daleki,dalɛki,1
606_here,ces,tady,tadɪ,pol,tu,tu,0
738_swallow,rus,глотать,ɡɫɐtaˑtʲ,spa,tragar,tɾaɣaɾ,0
695_swing,ces,kývat se,kiːvat_sɛ,rus,качаться,kɐt͡ʃaˑtʲsʲɪ,0
881_divide,ces,rozdělit,rozɟɛlɪt,rus,разделить,rəzdʲɪliˑtʲ,1
617_above__875_pull,ukr,вгорі,wɦɔrʲi,ces,táhnout,taːɦnoʊ̯t,0
1_eye__273_edge,pol,oko,ɔkɔ,ita,spìgolo,spiɡolo,0
955_feed,ukr,харчувати,xɑrʈ͡ʂuwɑtɪ,rus,кормить,kɐrmʲiˑtʲ,0
774_goaway,ita,andàrsene,andarzene,ita,andare via,andare_via,0
37_thigh__341_coverlid,spa,muslo,muzlo,ces,příklop,br̝iːklop,0
452_noon,ukr,південь,pʲiwdɛnʲ,fra,midi,miˈdi,0
194_woman,fra,femme,fam,ita,donna,donːa,0
672_ninety,ces,devadesát,dɛvadɛsaːt,spa,noventa,noβenta,0
593_soon,pol,wkrótce,fkɾutt͡sɛ,spa,en breve,en_βɾeβe,0
513_closed,pol,zamknięty,zamkniɛntɨ,spa,cerrado,θeraðo,0
346_kettle,rus,котел,kɐtʲoɫ,fra,chaudron,ʃoˈdʁɔ̃,0
14_chin__470_september,ukr,підборіддя,pʲidbɔrʲidʲːɑ,pol,wrzesień,vʐɛɕɛɲ,0
321_roof,rus,крыша,krɨˑʃə,spa,tejado,texaðo,0
1004_count__720_chime,fra,compter,kɔ̃ˈte,ita,suonare,suonare,0
503_warm,fra,chaud,ʃo,spa,caliente,kaljente,0
230_name,ces,jméno,jmɛːno,spa,nombre,nombɾe,0
127_paw__904_kiss,rus,лапа,ɫaˑpə,ita,baciare,bat͡ʃare,0
710_appear,ukr,з’явитися,zjɑwɪtɪsʲɑ,rus,появиться,pəjɐvʲiˑtʲsʲɪ,1
645_they,spa,ellos,eʝos,ita,loro,loro,0
389_scarf__955_feed,rus,платок,pɫɐtɔˑk,spa,echar de comer,et͡ʃaɾ_ðe_komeɾ,0
57_sun__950_fish,spa,sol,sol,rus,рыбачить,rɨbaˑt͡ʃʲitʲ,0
258_half,rus,половина,pəɫɐvʲiˑnə,fra,moitié,mwaˈtje,0
883_bring,ukr,принести,prɪnɛstɪ,rus,принести,prʲinʲɪstʲiˑ,1
555_naked,ces,nahý,naɦiː,rus,голый,ɡɔˑɫɨj,0
803_hear,fra,entendre,ɑ̃ˈtɑ̃ːdʁə,spa,oír,oiɾ,0
833_drop,ukr,упустити,upustɪtɪ,rus,уронить,urɐnʲiˑtʲ,0
198_family,ces,rodina,rodɪna,ukr,родина,rɔdɪnɑ,1
428_wealth,ces,bohatství,boɦatzdviː,ita,ricchezza,rikːett͡sa,0
941_conceal,pol,ukryć,ukɾɨt͡ɕ,ukr,сховати,sxɔwɑtɪ,0
226_fairytale__727_howl,fra,conte de fées,kɔ̃ːt_də_ˈfeː,rus,выть,vɨˑtʲ,0
461_winter__76_rain,spa,invierno,imbjeɾno,ces,déšť,dɛːʃc,0
195_child__282_height,ukr,дитина,dɪtɪnɑ,ces,výška,viːʃka,0
95_elevation__412_death,ces,pahorek,paɦorɛk,ces,smrt,smrt,0
655_three,fra,trois,tʁwɑ,spa,tres,tɾes,1
85_current__262_stroke,rus,течение,tʲɪt͡ʃʲeˑnʲijə,ces,čára,t͡ʃaːra,0
68_smoke,ces,kouř,koʊ̯r̝̥,ukr,дим,dɪm,0
912_bringup,pol,wychować,vɨxɔvat͡ɕ,rus,воспитать,vəspʲitaˑtʲ,1
42_vein__563_old,fra,veine,vɛn,fra,vieux,vjø,0
805_taste,ita,degustare,deɡustare,ita,assaggiare,asːadd͡ʒare,0
255_sort__288_oar,fra,sorte,sɔʁt,pol,wiosło,viɔswɔ,0
808_seem,spa,parecer,paɾeθeɾ,ita,sembrare,sembrare,0
240_tone__716_grow,fra,ton,tɔ̃,pol,rosnąć,ɾɔsnɔnt͡ɕ,0
747_ache__237_call,fra,faire mal,fɛːʁ_ˈmal,ukr,оклик,ɔklɪk,0
922_sing,fra,chanter,ʃɑ̃ˈte,ita,cantare,kantare,0
694_sway,rus,колебаться,kəlɪbaˑtʲsʲɪ,ita,oscillare,oʃːilːare,0
882_send__506_fresh,ukr,посилати,pɔsɪlɑtɪ,ita,fresco,fresko,0
755_sitdown__857_tie,ita,sedersi,sederzi,fra,lier,lje,0
954_tieup__308_home,pol,przywiązać,pʂɨviɔ̃zat͡ɕ,ukr,житло,ʐɪtlɔ,0
569_rich,pol,bogaty,bɔɡatɨ,ita,ricco,rikːo,0
91_moor,ces,bažina,baʒɪna,rus,болото,bɐɫɔˑtə,0
458_spring,spa,primavera,pɾimaβeɾa,ita,primavera,primavera,1
937_shove,ces,strčit,strt͡ʃɪt,ita,urtare,urtare,0
626_only__502_hot,ukr,тільки,tʲilʲkɪ,fra,chaud,ʃo,0
165_spider,ces,pavouk,pavoʊ̯k,pol,pająk,pajɔŋk,1
231_puzzle,ces,hádanka,ɦaːdaŋka,rus,загадка,zɐɡaˑdkə,1
921_play,ces,hrát,ɦraːt,ita,giocare,d͡ʒokare,0
389_scarf__836_build,ukr,хустка,xustkɑ,fra,bâtir,bɑˈtiːʁ,0
538_strong__205_daughter,ita,forte,forte,rus,дочь,dɔˑt͡ʃʲ,0
608_hence,ces,odtud,otːut,fra,d'ici,diˈsi,0
